event_slug,event_title,market_id,question,decision_date,rate_move_bps,rate_move_label,observed_ts,observed_day,close_price
fed-interest-rates-july-2024,Fed Interest Rates: July 2024,502385,Fed decreases interest rates by 50+ bps after July 2024 meeting?,2024-07-31,,,1719014402.0,2024-06-22,0.0085
fed-interest-rates-july-2024,Fed Interest Rates: July 2024,502385,Fed decreases interest rates by 50+ bps after July 2024 meeting?,2024-07-31,,,1719100803.0,2024-06-23,0.0085
fed-interest-rates-july-2024,Fed Interest Rates: July 2024,502385,Fed decreases interest rates by 50+ bps after July 2024 meeting?,2024-07-31,,,1719187203.0,2024-06-24,0.0085
fed-interest-rates-july-2024,Fed Interest Rates: July 2024,502385,Fed decreases interest rates by 50+ bps after July 2024 meeting?,2024-07-31,,,1719273603.0,2024-06-25,0.0055
fed-interest-rates-july-2024,Fed Interest Rates: July 2024,502385,Fed decreases interest rates by 50+ bps after July 2024 meeting?,2024-07-31,,,1719360003.0,2024-06-26,0.0045
fed-interest-rates-july-2024,Fed Interest Rates: July 2024,502385,Fed decreases interest rates by 50+ bps after July 2024 meeting?,2024-07-31,,,1719446402.0,2024-06-27,0.012
fed-interest-rates-july-2024,Fed Interest Rates: July 2024,502385,Fed decreases interest rates by 50+ bps after July 2024 meeting?,2024-07-31,,,1719532803.0,2024-06-28,0.012
fed-interest-rates-july-2024,Fed Interest Rates: July 2024,502385,Fed decreases interest rates by 50+ bps after July 2024 meeting?,2024-07-31,,,1719619202.0,2024-06-29,0.0045
fed-interest-rates-july-2024,Fed Interest Rates: July 2024,502385,Fed decreases interest rates by 50+ bps after July 2024 meeting?,2024-07-31,,,1719705602.0,2024-06-30,0.004
fed-interest-rates-july-2024,Fed Interest Rates: July 2024,502385,Fed decreases interest rates by 50+ bps after July 2024 meeting?,2024-07-31,,,1719792002.0,2024-07-01,0.0035
fed-interest-rates-july-2024,Fed Interest Rates: July 2024,502385,Fed decreases interest rates by 50+ bps after July 2024 meeting?,2024-07-31,,,1719878403.0,2024-07-02,0.004
fed-interest-rates-july-2024,Fed Interest Rates: July 2024,502385,Fed decreases interest rates by 50+ bps after July 2024 meeting?,2024-07-31,,,1719964802.0,2024-07-03,0.006
fed-interest-rates-july-2024,Fed Interest Rates: July 2024,502385,Fed decreases interest rates by 50+ bps after July 2024 meeting?,2024-07-31,,,1720051203.0,2024-07-04,0.0115
fed-interest-rates-july-2024,Fed Interest Rates: July 2024,502385,Fed decreases interest rates by 50+ bps after July 2024 meeting?,2024-07-31,,,1720137602.0,2024-07-05,0.0155
fed-interest-rates-july-2024,Fed Interest Rates: July 2024,502385,Fed decreases interest rates by 50+ bps after July 2024 meeting?,2024-07-31,,,1720224002.0,2024-07-06,0.0135
fed-interest-rates-july-2024,Fed Interest Rates: July 2024,502385,Fed decreases interest rates by 50+ bps after July 2024 meeting?,2024-07-31,,,1720310402.0,2024-07-07,0.012
fed-interest-rates-july-2024,Fed Interest Rates: July 2024,502385,Fed decreases interest rates by 50+ bps after July 2024 meeting?,2024-07-31,,,1720396802.0,2024-07-08,0.011
fed-interest-rates-july-2024,Fed Interest Rates: July 2024,502385,Fed decreases interest rates by 50+ bps after July 2024 meeting?,2024-07-31,,,1720483202.0,2024-07-09,0.009
fed-interest-rates-july-2024,Fed Interest Rates: July 2024,502385,Fed decreases interest rates by 50+ bps after July 2024 meeting?,2024-07-31,,,1720569603.0,2024-07-10,0.008
fed-interest-rates-july-2024,Fed Interest Rates: July 2024,502385,Fed decreases interest rates by 50+ bps after July 2024 meeting?,2024-07-31,,,1720656003.0,2024-07-11,0.006
fed-interest-rates-july-2024,Fed Interest Rates: July 2024,502385,Fed decreases interest rates by 50+ bps after July 2024 meeting?,2024-07-31,,,1720742402.0,2024-07-12,0.0185
